Verse Text (Ata Manobo),Verse Text (English)
"No ko dio a to sikan no ugpaan, duon narinog ku no kono ogkaayunan to oglituk. Di ko ignangon ku poron, kono igpanangon to Magboboot.","was caught up to paradise and heard inexpressible things, things that no one is permitted to tell."
Litos ko igsayo-sayo ku poron ka impapitow to Magboboot kanak di kono ku ro igsayo-sayo ka kanak no lawa su ian ku ogkadoromdom ka igmalotoy ku.,"I will boast about a man like that, but I will not boast about myself, except about my weaknesses."
"Di pananglitan ko noiniatan ku pa no ogsayo-sayo to kanak no lawa, waro porom igkasipod ku su tu-tuu ian ka ignangon ku. Di kono a ogsayo-sayo su oyow kono ogkasublaan ka igbantug to mgo otow kanak. Ka maroyow ku, ko ian do ogligkatan to doromdom dan kanak ka nigkita ran no batasan ku woy ka nigdinog dan no mgo in-anad ku kandan.","Even if I should choose to boast, I would not be a fool, because I would be speaking the truth. But I refrain, so no one will think more of me than is warranted by what I do or say."
"Di mgo sulod, pigbogayan ad to Magboboot to mohirap no oggoramon ku oyow kono a ogpakaparakoldakol to goinawa ku no ogligkat to sikan no mohon-ing no impohitaga to Magboboot to sikan no impakita rin kanak dio to langit. Ka sikan, ian ogkounawa ko duon igmasakit to lawa ku no igsasowsasow ni Satanas kanak. No ian to oyow kono a ogpakaparakoldakol dio to kanak no pogdoromdom.","To keep me from becoming conceited because of these surpassingly great revelations, there was given me a thorn in my flesh, a messenger of Satan, to torment me."
Ka tatolu a nigbuyu dio to Lagboy no Igbuyag ta to oyow og-awoon din ka soini no oggoramon ku.,Three times I pleaded with the Lord to take it away from me.
"Di soini ka intabak din kanak. Kagi, “Litos on koykow su ian nu ro og-awoson ka igkohoy-u ku koykow, su ko malotoy ka, ogkakitaan lagboy ka kanak no kabogbogan.” Sikan ian, mgo sulod, ogkarago a nasi ko duon igmalotoy ku su oyow ogkabuligan a to kabogbogan ni Hisu Kristu.","But he said to me, “My grace is sufficient for you, for my power is made perfect in weakness.” Therefore I will boast all the more gladly about my weaknesses, so that Christ’s power may rest on me."
"Ogkarago a ro ko duon mgo igmalotoy to lawa ku, woy ko duon ogsumsumpalit kanak, woy ko duon igkohirapi ku woy ko duon igkabaybayari ku woy ko duon duma no mgo kohirapi ku su ligkat to pogtuu ku ki Hisu Kristu. No ian su, ko malotoy a ogkabogayan a to kabogbogan ni Hisus.","That is why, for Christ’s sake, I delight in weaknesses, in insults, in hardships, in persecutions, in difficulties. For when I am weak, then I am strong."
"Ogkoiling to waro batasan ku. Di sikaniu ka nigpogos to ogkohonduon a. Ian su sikaniu poron ka litos no ogsayo kanak su agad to waro pulus ku, di kono a no mohuri to sikan no kono no malogot no mgo suguanon no ogparakol to kandan no doromdom.","I have made a fool of myself, but you drove me to it. I ought to have been commended by you, for I am not in the least inferior to the ""super-apostles,"" even though I am nothing."
"Ian su to dio a pad to kaniu, duon impapitow to Magboboot kaniu to mgo kabolongbolonganan woy ka immalogot to kinagian din woy ka duma no mgo mabogbog no mgo hinimuan din. Woy songo duon mgo igkabaybayari no nig-aguanta ku. No ligkat to sikan, ogpakatokod kow to tu-tuu ian to suguanon a ni Hisu Kristu.","The things that mark an apostle--signs, wonders and miracles--were done among you with great perseverance."
"Nò, og-inso a kaniu, mgo sulod, ko nokoy ka salo ku kaniu? Ka batasan ku dio to kaniu, nokog-unawa ro to batasan ku no dio a to mgo nigtuu no dio to duma no mgo lunsud. Di ian do batasan ku dio to kaniu no waro mokog-unawa to sikan no batasan ku dio to duma no mgo lunsud so waro a nigbuyu kaniu to og-awoson to pog-ugpo ku. Ko salo ku pa kaniu ka sikan, pasaylua a now ro!","How were you inferior to the other churches, except that I was never a burden to you? Forgive me this wrong!"
"Nò, mgo sulod, magaan ad ogligkat no ogpanumbaloy dio to kaniu. Soini ka igkatatolu no pogpanumbaloy ku. No unawa to nokani, kono a ogbuyu to agad nokoy dio to kaniu su sikaniu ka tuud ku, kono no ka kalaglagan now. Ian su ko duon anak ta, kono no anak ka ogbui to inoy ran woy ko amoy ran ko kono no ka mgo amoy woy ka mgo inoy ka ogbui to mgo anak dan.","Now I am ready to visit you for the third time, and I will not be a burden to you, because what I want is not your possessions but you. After all, children should not have to save up for their parents, but parents for their children."
"Maroyow ku lagboy no igbogoy ku kaniu ka tibo no dayagang ku woy ka tibo no kalaglagan ku no igbulig to pogtuu now. Ka sikan, igmalogot to dakol no goinawa ku kaniu. Di og-inso a ko ian now ro igbalos kanak ka pogmalintok to goinawa now?","So I will very gladly spend for you everything I have and expend myself as well. If I love you more, will you love me less?"
"Nataga kow to waro a mogsasowsasow kaniu to pog-ugpo ku no dio a pad to kaniu. Di kuntoon, duon ogpansob kanak to nahan dan to nigpan-ubatan ku woy ko niggawayan ku sikaniu.","Be that as it may, I have not been a burden to you. Yet, crafty fellow that I am, I caught you by trickery!"
"Nò, waro a man nigpaginpulus kaniu ligkat to agad sagboka no otow no nigsugu ku dio to kaniu.",Did I exploit you through any of the men I sent to you?
Pigbuyu kud si Titu to oghondio to kaniu woy duon songo sulod ta to pogtuu no nigparuma ku kandin. No og-inso a ko nigpaginpulus si Titu dio to kaniu? Wa man su nokog-unawa koy ro to tuud noy woy to batasan noy.,"I urged Titus to go to you and I sent our brother with him. Titus did not exploit you, did he? Did we not walk in the same footsteps by the same Spirit?"
"Mgo sulod no indakoli ku to goinawa, ka soini no ignangonnangon noy kaniu, kono no igpoomot noy no igpangabang to lawa noy. Di ko kai ki to tangkaan to Magboboot, ogpakamalogot sikandin to naayun tibo ka soini no innangonnangon noy su nigligkat to pogkasagboka noy ki Hisu Kristu. No ian do tuud noy to oyow ogkohogot ka pogtuu now kandin.","Have you been thinking all along that we have been defending ourselves to you? We have been speaking in the sight of God as those in Christ; and everything we do, dear friends, is for your strengthening."
"Di duon igkasasow ku su, ko ogpokouma ad on dio to kaniu, songo kuwo buwa ko duon ogkakitaan ku no mgo hinimuan now to kono no litos ku. Woy songo kuwo buwa ko duon ogkakitaan now dii to kanami no songo kono now ogkoiniatan. No ian igkasasow ku ko ogpokouma ad on dio to kaniu no ogkitoon ku to duon ogmoog-ogotoy woy ko ka ogkoima, ko ogpokoglangot ko oglogoron woy ko ogpanlomot to duma ran woy ko duon ka ogpanalosob woy ko duon ka ogparakoldakol woy ko ogsamuksamuk.","For I am afraid that when I come I may not find you as I want you to be, and you may not find me as you want me to be. I fear that there may be discord, jealousy, fits of rage, selfish ambition, slander, gossip, arrogance and disorder."
No ka dangob no igkasasow ku ko ogpokouma ad on dio to kaniu no ogkasiporan a to Magboboot no ogpakasinogow ad su mohon-ing dod ka mgo otow no nakasalo nokani no waro pad iniugi ka mgo maroot no batasan dan unawa to poghulid dan to kono no asawa ran woy ko kono dan ogponoron ka goinawa ran to agad nokoy no maroot no ogkadoromdom dan woy ka ogkoibogan dan.,"I am afraid that when I come again my God will humble me before you, and I will be grieved over many who have sinned earlier and have not repented of the impurity, sexual sin and debauchery in which they have indulged."
"Mgo sulod, soini ka igkatatolu no pogpanumbaloy ku dio to kaniu. No doromdom kow to ingkasulat dongan to kinagian to Magboboot to, “Ko duon ogbayung, og-awoson to duon daruwa woy ko tatolu no ogpakamalogot to tu-tuu ian ka sikan no ignangon.”","This will be my third visit to you. ""Every matter must be established by the testimony of two or three witnesses."""
"Nò, to sikan no igkaruwa no inhondio ku to kaniu, nigbohog ku ka sikan no mgo makasasalo woy lagkos to tibo no duma no mgo otow. No kuntoon to waro a pad mokouma, oghutukon ku pad ogbohogon sikandan to, ko waro pad mabalbalawi ka sikan no mgo batasan dan, waro agad sagboka kandan no makasasalo no kono ogkalogparan.","I already gave you a warning when I was with you the second time. I now repeat it while absent: On my return I will not spare those who sinned earlier or any of the others,"
Ian su goinawa now to duon ka igmalogot to tu-tuu ian to ogligkat ki Hisu Kristu ka soini no ignangonnangon ku. No kono ogmalotoy ka kabogbogan din ko ogpakatangko ki kandin. Di dakol atag ka kabogbogan din no igpapitow rin kaniu.,"since you are demanding proof that Christ is speaking through me. He is not weak in dealing with you, but is powerful among you."
"Agad to malotoy ka lawa ni Hisus no namatoy on to krus, di ligkat to kabogbogan to Magboboot, nouyag on si Hisus to waro katamanan. No ogkounawa ro kanami no nasagboka kandin su ogkaalang-alang koy to katouanan noy. Di to pog-alap noy kaniu, ogkakitaan to ogkabuligan koy to kabogbogan to Magboboot woy to sikandin ian ka ogdumaruma kanami.","For to be sure, he was crucified in weakness, yet he lives by God’s power. Likewise, we are weak in him, yet by God’s power we will live with him in our dealing with you."
"Nò, sikaniu, mgo sulod, sumsumana now ka goinawa now ko tu-tuu ian to niggongonan now si Hisus. Woy doromdoma now ka pogtuu now ko malogot ian to nasagboka kow on ki Hisu Kristu. Di ko kono no malogot ka pogtuu now kandin, waro labot din kaniu.","Examine yourselves to see whether you are in the faith; test yourselves. Do you not realize that Christ Jesus is in you—unless, of course, you fail the test?"
Og-iman-iman a to ogtokoron now to tu-tuu ian to nohimu koy no mgo suguanon ni Hisus.,And I trust that you will discover that we have not failed the test.
"Di ko og-ampu koy to Magboboot, ian noy igbuyu to oyow kono kow oghimu to agad nokoy no maroot. Ka sikan no ig-ampu noy, kono no oyow igmalogot to maroyow ka pog-alap to katondanan noy. Agad ko kono ogtokoron to maroyow ka pog-alap noy to katondanan noy su ian do tuud noy to og-ampu to oyow ogpokohimu kow to maroyow ro.",Now we pray to God that you will not do anything wrong—not so that people will see that we have stood the test but so that you will do what is right even though we may seem to have failed.
Ian su waro katondanan noy to ogsapad to mgo otow no og-unug to tu-tuu ian no nangnangonon. Di duon katondanan noy to ogsapad to batasan no kono no litos to sikan no tu-tuu ian no nangnangonon.,"For we cannot do anything against the truth, but only for the truth."
"Sikan ian, agad ko ogkoiling to ogkaalang-alang ka katouanan noy di igkarago noy ko ogkohogot on ka kaniu no pogtuu, su ian noy ig-ampu oyow ungod ogkatimulan ka maroyow no batasan now.",We are glad whenever we are weak but you are strong; and our prayer is that you may be fully restored.
"Sikan ian, mgo sulod, no ogsulat a kaniu to kai a pad to mariu su oyow ka katondanan no imbogoy ni Hisus no ian Lagboy no Igbuyag ta, konad og-awoson no iglogpad kaniu, su ian porom tuud to sikan no katondanan oyow ogkohogot on ka pogtuu now. Kono ian no tuud din no igpasuwoy ka pogtuu now.","This is why I write these things when I am absent, that when I come I may not have to be harsh in my use of authority—the authority the Lord gave me for building you up, not for tearing you down."
"Nò, soini naan do, mgo sulod, ka igpanuguntugun ku kaniu. Balbalawi now ka mgo batasan now. Tantanuri now ka soini no imbuyu ku kaniu. Sagbokaa now ro ka goinawa now. No ko og-iling kow, ka Magboboot no ogligkatan to ogmarakdakoloy kinow to goinawa woy to maawang no pog-ugpo ta, ungod og-ugpo kai to taliwaro now.","Finally, brothers and sisters, rejoice! Strive for full restoration, encourage one another, be of one mind, live in peace. And the God of love and peace will be with you."
"Ko oglimudlimud kow no og-ampu, sagmana now ka mgo duma now su soini ka igtokod to ogmarakdakoloy kow.",Greet one another with a holy kiss.
"Ka tibo no mgo nigtuu kai, ogpapangumusta kaniu.",All the saints send their greetings.
"Ka goinawa ku ian, mgo sulod, to oyow ogkohoy-uan kow to Lagboy no Igbuyag ta no si Hisu Kristu woy to oyow ogtokoron now ka dakol no goinawa to Magboboot kaniu, woy to oyow ogkabuligan kow to Gimukud to Magboboot oyow maroyow ka pogparumdumooy now kandin. Kanak no si Pablo.","May the grace of the Lord Jesus Christ, and the love of God, and the fellowship of the Holy Spirit be with you all."
"Sikanak no si Pablo ka ogsulat kaniu no mgo nigtuu ki Hisus no dio og-ugpo to ugpaan to Galasia. Sikanak woy ka mgo sulod ta to pogtuu no kai to kanak, ogpangumustoon noy sikaniu. Pig-abin ad on to oyow ogkohimu ad on no suguanon ni Hisu Kristu woy ka Magboboot no ian Amoy ta. Sikandin ka nig-uyag ki Hisus ligkat to kamatayon din. No ka sikan no pog-abin din, nigligkat dod kandin. Waro nigligkat to pogboot to mgo otow.","Paul, an apostle—sent not from men nor by a man, but by Jesus Christ and God the Father, who raised him from the dead— and all the brothers and sisters with me, To the churches in Galatia:"
Ogbuyu ad to oyow ogkabogayan kow to maawang no goinawa woy to oyow ogkohoy-uan kow to Magboboot no ian Amoy ta. Woy songo ogbuyu a to oyow ogkohoy-uan kow rod ni Hisu Kristu no ian Lagboy no Igbuyag ta.,"Grace and peace to you from God our Father and the Lord Jesus Christ,"
"Nigpakimatoy si Hisus kanta no mgo makasasalo, oyow ogkaawo on ka maroot no nakabanggut to goinawa ta no nigligkat to mgo maroot no ogpakaayat kanta to pog-ugpo ta kuntoon kai to soini no kalibutan. Ian su sikan ka imboot to Magboboot no ian Amoy ta.","who gave himself for our sins to rescue us from the present evil age, according to the will of our God and Father,"
